source.name	sequenceID	pubmed_id	length	genotype	isolate_data.country
ncbi-curated	MN708496	-	10862	WestAfrica	Belgium
ncbi-curated	MN708497	-	10862	WestAfrica	Belgium
ncbi-curated	MN737509	-	10862	WestAfrica	Brazil
ncbi-curated	MN958078	32081931	10611	WestAfrica	Nigeria
ncbi-curated	MT107250	-	10862	WestAfrica	Russia
ncbi-curated	MT497520	-	10172	SouthAmerica1	Brazil: Sao Paulo, Potirendaba
ncbi-curated	MT497521	-	10172	SouthAmerica1	Brazil: Sao Paulo, Pindorama
ncbi-curated	MT497522	-	10172	SouthAmerica1	Brazil: Sao Paulo, Jaboticabal
ncbi-curated	MT497523	-	10172	SouthAmerica1	Brazil: Sao Paulo, Catanduva
ncbi-curated	MT497524	-	10172	SouthAmerica1	Brazil: Sao Paulo, Catigua
ncbi-curated	MT497525	-	10172	SouthAmerica1	Brazil: Sao Paulo, Ribeirao Preto
ncbi-curated	MT840700	-	10858	WestAfrica	-
ncbi-curated	MT840701	-	10862	WestAfrica	-
ncbi-curated	MT840702	-	10862	WestAfrica	-
ncbi-curated	MT956628	-	10854	WestAfrica	-
ncbi-curated	MT956629	-	10822	WestAfrica	-
ncbi-curated	MT956630	-	10816	WestAfrica	-
ncbi-curated	MW034590	-	10945	SouthAmerica1	Brazil
ncbi-curated	MW158338	34204910	10780	-	Brazil
ncbi-curated	MW158339	34204910	10742	-	Brazil
ncbi-curated	MW158340	34204910	10780	-	Brazil
ncbi-curated	MW158341	34204910	10618	SouthAmerica1	Brazil
ncbi-curated	MW158342	34204910	10859	SouthAmerica1	Brazil
ncbi-curated	MW158343	34204910	10667	SouthAmerica1	Brazil
ncbi-curated	MW158344	34204910	10665	SouthAmerica1	Brazil
ncbi-curated	MW158345	34204910	10660	SouthAmerica1	Trinidad and Tobago: Trinidad
ncbi-curated	MW158346	34204910	10667	SouthAmerica1	Trinidad and Tobago: Trinidad
ncbi-curated	MW158347	34204910	10666	SouthAmerica1	Trinidad and Tobago: Trinidad
ncbi-curated	MW158348	34204910	10448	SouthAmerica1	Trinidad and Tobago: Trinidad
ncbi-curated	MW158349	34204910	10673	SouthAmerica1	Venezuela
ncbi-curated	MW158350	34204910	10659	SouthAmerica1	Venezuela
ncbi-curated	MW158351	34204910	10671	SouthAmerica1	Venezuela
ncbi-curated	MW158352	34204910	10763	SouthAmerica1	Venezuela
ncbi-curated	MW158353	34204910	10677	SouthAmerica1	Venezuela
ncbi-curated	MW158354	34204910	10705	SouthAmerica1	Venezuela
ncbi-curated	MW158355	34204910	10675	SouthAmerica1	Venezuela
ncbi-curated	MW158356	34204910	10668	SouthAmerica1	Venezuela
ncbi-curated	MW158357	34204910	10660	SouthAmerica1	Venezuela
ncbi-curated	MW158358	34204910	10376	WestAfrica	Peru
ncbi-curated	MW158359	34204910	10668	SouthAmerica2	Peru
ncbi-curated	MW158360	34204910	10845	WestAfrica	Peru
ncbi-curated	MW158361	34204910	10665	SouthAmerica2	Peru
ncbi-curated	MW158362	34204910	10735	WestAfrica	Ecuador
ncbi-curated	MW158363	34204910	10838	WestAfrica	USA
ncbi-curated	MW158364	34204910	10622	SouthAmerica1	Trinidad and Tobago: Trinidad
ncbi-curated	MW158365	34204910	10668	SouthAmerica1	Trinidad and Tobago: Trinidad
ncbi-curated	MW158366	34204910	10659	SouthAmerica1	Trinidad and Tobago: Trinidad
ncbi-curated	MW158367	34204910	10666	SouthAmerica1	Trinidad and Tobago: Trinidad
ncbi-curated	MW249074	-	10715	WestAfrica	France
ncbi-curated	MW249075	-	10715	WestAfrica	France
ncbi-curated	MW249076	-	10715	WestAfrica	France
ncbi-curated	MW249077	-	10717	WestAfrica	France
ncbi-curated	MW249078	-	10727	WestAfrica	France
ncbi-curated	MW249079	-	10715	WestAfrica	France
ncbi-curated	MW249080	-	10862	WestAfrica	France
ncbi-curated	MW249081	-	10714	WestAfrica	France
ncbi-curated	MW249082	-	10714	WestAfrica	France
ncbi-curated	MW249083	-	10715	WestAfrica	France
ncbi-curated	MW249084	-	10715	WestAfrica	France
ncbi-curated	MW249085	-	10714	WestAfrica	France
ncbi-curated	MW249086	-	10715	WestAfrica	France
ncbi-curated	MW249087	-	10727	WestAfrica	France
ncbi-curated	MW249088	-	10715	WestAfrica	France
ncbi-curated	MW249089	-	10714	WestAfrica	France
ncbi-curated	MW249090	-	10714	WestAfrica	France
ncbi-curated	MW249091	-	10714	WestAfrica	France
ncbi-curated	MW249092	-	10715	WestAfrica	France
ncbi-curated	MW249093	-	10716	WestAfrica	France
ncbi-curated	MW249094	-	10715	WestAfrica	France
ncbi-curated	MW249095	-	10715	WestAfrica	France
ncbi-curated	MW308134	-	10955	SouthAmerica1	Brazil: Sao Paulo, Cunha
ncbi-curated	MW308135	-	10963	SouthAmerica1	Brazil: Sao Paulo, Iporanga
ncbi-curated	MW960207	36146820	10830	EastAfrica	Central African Republic
ncbi-curated	MZ285906	-	10832	WestAfrica	Senegal
ncbi-curated	MZ595182	34452343	10643	WestAfrica	Senegal
ncbi-curated	MZ595183	34452343	10619	WestAfrica	Senegal
ncbi-curated	MZ595184	34452343	10535	WestAfrica	Senegal
ncbi-curated	MZ595185	34452343	10603	WestAfrica	Senegal
ncbi-curated	MZ595186	34452343	10650	WestAfrica	Senegal
ncbi-curated	MZ595187	34452343	10596	WestAfrica	Senegal
ncbi-curated	MZ595188	34452343	10637	WestAfrica	Senegal
ncbi-curated	MZ595189	34452343	10657	WestAfrica	Senegal
ncbi-curated	MZ595190	34452343	10637	WestAfrica	Senegal
ncbi-curated	MZ595191	34452343	10637	WestAfrica	Senegal
ncbi-curated	MZ595192	34452343	10601	WestAfrica	Senegal
ncbi-curated	MZ595193	34452343	10651	WestAfrica	Senegal
ncbi-curated	MZ595194	34452343	10598	WestAfrica	Senegal
ncbi-curated	MZ595195	34452343	10652	WestAfrica	Senegal
ncbi-curated	MZ595196	34452343	10598	WestAfrica	Senegal
ncbi-curated	MZ595197	34452343	10643	WestAfrica	Senegal
ncbi-curated	MZ595198	34452343	10530	WestAfrica	Senegal
ncbi-curated	MZ595199	34452343	10605	WestAfrica	Senegal
ncbi-curated	MZ595203	-	10519	WestAfrica	Senegal
ncbi-curated	MZ595204	-	10516	WestAfrica	Senegal
ncbi-curated	MZ604838	-	10261	SouthAmerica1	Brazil
ncbi-curated	MZ604839	-	10258	SouthAmerica1	Brazil
ncbi-curated	MZ604840	-	10276	SouthAmerica1	Brazil
ncbi-curated	MZ604841	-	10282	SouthAmerica1	Brazil
ncbi-curated	MZ604842	-	10288	SouthAmerica1	Brazil
ncbi-curated	MZ604843	-	10081	SouthAmerica1	Brazil
ncbi-curated	MZ604844	-	10279	SouthAmerica1	Brazil
ncbi-curated	MZ604845	-	10289	SouthAmerica1	Brazil
ncbi-curated	MZ604846	-	10881	SouthAmerica1	Brazil
ncbi-curated	MZ604847	-	10277	SouthAmerica1	Brazil
ncbi-curated	MZ604848	-	10838	SouthAmerica1	Brazil
ncbi-curated	MZ604849	-	10010	SouthAmerica1	Brazil
ncbi-curated	MZ604850	-	10282	SouthAmerica1	Brazil
ncbi-curated	MZ604851	-	10276	SouthAmerica1	Brazil
ncbi-curated	MZ604852	-	10282	SouthAmerica1	Brazil
ncbi-curated	MZ604853	-	10866	SouthAmerica1	Brazil
ncbi-curated	MZ604854	-	10866	SouthAmerica1	Brazil
ncbi-curated	MZ604855	-	10205	SouthAmerica1	Brazil
ncbi-curated	MZ604856	-	10504	SouthAmerica1	Brazil
ncbi-curated	MZ604857	-	10850	SouthAmerica1	Brazil
ncbi-curated	MZ604858	-	10858	SouthAmerica1	Brazil
ncbi-curated	MZ604859	-	10279	SouthAmerica1	Brazil
ncbi-curated	MZ604860	-	10272	SouthAmerica1	Brazil
ncbi-curated	MZ604861	-	10283	SouthAmerica1	Brazil
ncbi-curated	MZ604862	-	10335	SouthAmerica1	Brazil
ncbi-curated	MZ604863	-	10287	SouthAmerica1	Brazil
ncbi-curated	MZ604864	-	10849	SouthAmerica1	Brazil
ncbi-curated	MZ604865	-	10836	SouthAmerica1	Brazil
ncbi-curated	MZ604866	-	10836	SouthAmerica1	Brazil
ncbi-curated	MZ604867	-	10854	SouthAmerica1	Brazil
ncbi-curated	MZ604868	-	10377	SouthAmerica1	Brazil
ncbi-curated	MZ604869	-	10279	SouthAmerica1	Brazil
ncbi-curated	MZ604870	-	10274	SouthAmerica1	Brazil
ncbi-curated	MZ604871	-	10864	SouthAmerica1	Brazil
ncbi-curated	MZ604872	-	9813	SouthAmerica1	Brazil
ncbi-curated	MZ604873	-	10185	SouthAmerica1	Brazil
ncbi-curated	MZ604874	-	10283	SouthAmerica1	Brazil
ncbi-curated	MZ604875	-	10279	SouthAmerica1	Brazil
ncbi-curated	MZ604876	-	10306	SouthAmerica1	Brazil
ncbi-curated	MZ712127	34696408	10172	SouthAmerica1	Brazil
ncbi-curated	MZ712128	34696408	10172	SouthAmerica1	Brazil
ncbi-curated	MZ712129	34696408	10172	SouthAmerica1	Brazil
ncbi-curated	MZ712130	34696408	9473	SouthAmerica1	Brazil
ncbi-curated	MZ712131	34696408	10172	SouthAmerica1	Brazil
ncbi-curated	MZ712132	34696408	10172	SouthAmerica1	Brazil
ncbi-curated	MZ712133	34696408	10172	SouthAmerica1	Brazil
ncbi-curated	MZ712134	34696408	10172	SouthAmerica1	Brazil
ncbi-curated	MZ712135	34696408	10172	SouthAmerica1	Brazil
ncbi-curated	MZ712136	34696408	10172	SouthAmerica1	Brazil
ncbi-curated	MZ712137	34696408	10172	SouthAmerica1	Brazil
ncbi-curated	MZ712138	34696408	10172	SouthAmerica1	Brazil
ncbi-curated	MZ712139	34696408	10172	SouthAmerica1	Brazil
ncbi-curated	MZ712140	34696408	10164	SouthAmerica1	Brazil
ncbi-curated	MZ712141	34696408	10172	SouthAmerica1	Brazil
ncbi-curated	MZ712142	34696408	10172	SouthAmerica1	Brazil
ncbi-curated	MZ712143	34696408	10172	SouthAmerica1	Brazil
ncbi-curated	MZ712144	34696408	10172	SouthAmerica1	Brazil
ncbi-curated	MZ712145	34696408	10172	SouthAmerica1	Brazil
ncbi-curated	MZ712146	34696408	10172	SouthAmerica1	Brazil
ncbi-curated	MZ712147	34696408	10172	SouthAmerica1	Brazil
ncbi-curated	MZ712148	34696408	10172	SouthAmerica1	Brazil
ncbi-curated	MZ712149	34696408	10172	SouthAmerica1	Brazil
ncbi-curated	OF120366	-	10862	WestAfrica	-
ncbi-curated	OF120367	-	10862	WestAfrica	-
ncbi-curated	OF120368	-	10862	WestAfrica	-
ncbi-curated	OF120369	-	10862	WestAfrica	-
ncbi-curated	OF120370	-	10862	WestAfrica	-
ncbi-curated	OF120371	-	10833	WestAfrica	-
ncbi-curated	OF120372	-	10862	WestAfrica	-
ncbi-curated	OF120373	-	10862	WestAfrica	-
ncbi-curated	OK573009	-	10635	WestAfrica	USA: MD
ncbi-curated	OL519587	-	10172	SouthAmerica1	Brazil
ncbi-curated	OL519588	-	10172	SouthAmerica1	Brazil
ncbi-curated	OL519589	-	10172	SouthAmerica1	Brazil
ncbi-curated	OM066735	-	10478	WestAfrica	Ghana: Damongo
ncbi-curated	OM066736	-	10767	WestAfrica	Ghana: Daboya
ncbi-curated	OM066737	-	10825	WestAfrica	Ghana: Damongo
ncbi-curated	OM938988	36028455	10862	WestAfrica	France
ncbi-curated	OM938989	36028455	10862	WestAfrica	France
ncbi-curated	OM938990	36028455	10862	WestAfrica	France
ncbi-curated	ON022238	-	10233	SouthAmerica1	Brazil: ES, Pancas [IBGE7 3204005]
ncbi-curated	ON022239	-	10169	SouthAmerica1	Brazil: MG, Juiz De Fora [IBGE7 3136702]
ncbi-curated	ON022240	-	10169	SouthAmerica1	Brazil: MG, Juiz De Fora [IBGE7 3136702]
ncbi-curated	ON022241	-	9763	SouthAmerica1	Brazil: MG, Juiz De Fora [IBGE7 3136702]
ncbi-curated	ON022242	-	10169	SouthAmerica1	Brazil: MG, Juiz De Fora [IBGE7 3136702]
ncbi-curated	ON022243	-	10169	SouthAmerica1	Brazil: MG, Piranga [IBGE7 3150802]
ncbi-curated	ON022244	-	10169	SouthAmerica1	Brazil: MG, Ponte Nova [IBGE7 3152105]
ncbi-curated	ON022245	-	10169	SouthAmerica1	Brazil: MG, Mariana [IBGE7 3140001]
ncbi-curated	ON022246	-	10169	SouthAmerica1	Brazil: MG, Mariana [IBGE7 3140001]
ncbi-curated	ON022247	-	10169	SouthAmerica1	Brazil: MG, Mariana [IBGE7 3140001]
ncbi-curated	ON022248	-	10169	SouthAmerica1	Brazil: MG, Mariana [IBGE7 3140001]
ncbi-curated	ON022249	-	10169	SouthAmerica1	Brazil: MG, Mariana [IBGE7 3140001]
ncbi-curated	ON022250	-	10169	SouthAmerica1	Brazil: MG, Mariana [IBGE7 3140001]
ncbi-curated	ON022251	-	10169	SouthAmerica1	Brazil: MG, Itabirito [IBGE7 3131901]
ncbi-curated	ON022252	-	10169	SouthAmerica1	Brazil: MG, Itatiaiucu [IBGE7 3133709]
ncbi-curated	ON022253	-	10132	SouthAmerica1	Brazil: MG, Brumadinho [IBGE7 3109006]
ncbi-curated	ON022254	-	10169	SouthAmerica1	Brazil: MG, Brumadinho [IBGE7 3109006]
ncbi-curated	ON022255	-	10169	SouthAmerica1	Brazil: MG, Brumadinho [IBGE7 3109006]
ncbi-curated	ON022256	-	9823	SouthAmerica1	Brazil: MG, Rio Acima [IBGE7 3154804]
ncbi-curated	ON022257	-	10169	SouthAmerica1	Brazil: MG, Nova Lima [IBGE7 3144805]
ncbi-curated	ON022258	-	10169	SouthAmerica1	Brazil: MG, Nova Lima [IBGE7 3144805]
ncbi-curated	ON022259	-	10169	SouthAmerica1	Brazil: MG, Nova Lima [IBGE7 3144805]
ncbi-curated	ON022260	-	10169	SouthAmerica1	Brazil: MG, Nova Lima [IBGE7 3144805]
ncbi-curated	ON022261	-	10169	SouthAmerica1	Brazil: MG, Nova Lima [IBGE7 3144805]
ncbi-curated	ON022262	-	10169	SouthAmerica1	Brazil: MG, Santa Barbara [IBGE7 3157203]
ncbi-curated	ON022263	-	10169	SouthAmerica1	Brazil: MG, Belo Horizonte [IBGE7 3106200]
ncbi-curated	ON022264	-	10169	SouthAmerica1	Brazil: MG, Belmiro Braga [IBGE7 3106101]
ncbi-curated	ON022265	-	10169	SouthAmerica1	Brazil: MG, Brumadinho [IBGE7 3109006]
ncbi-curated	ON022266	-	10169	SouthAmerica1	Brazil: MG, Caete [IBGE7 3110004]
ncbi-curated	ON022267	-	10169	SouthAmerica1	Brazil: MG, Mariana [IBGE7 3140001]
ncbi-curated	ON022268	-	10169	SouthAmerica1	Brazil: RJ, Rio De Janeiro [IBGE7 3304557]
ncbi-curated	ON022269	-	10169	SouthAmerica1	Brazil: RJ, Nova Iguacu [IBGE7 3303500]
ncbi-curated	ON022270	-	10169	SouthAmerica1	Brazil: RJ, Teresopolis [IBGE7 3305802]
ncbi-curated	ON022271	-	10169	SouthAmerica1	Brazil: RJ, Teresopolis [IBGE7 3305802]
ncbi-curated	ON022272	-	9763	SouthAmerica1	Brazil: RJ, Teresopolis [IBGE7 3305802]
ncbi-curated	ON022273	-	10169	SouthAmerica1	Brazil: RJ, Valenca [IBGE7 3306107]
ncbi-curated	ON022274	-	10169	SouthAmerica1	Brazil: RJ, Valenca [IBGE7 3306107]
ncbi-curated	ON022275	-	10169	SouthAmerica1	Brazil: RJ, Valenca [IBGE7 3306107]
ncbi-curated	ON022276	-	10169	SouthAmerica1	Brazil: RJ, Valenca [IBGE7 3306107]
ncbi-curated	ON022277	-	10169	SouthAmerica1	Brazil: RJ, Valenca [IBGE7 3306107]
ncbi-curated	ON022278	-	10169	SouthAmerica1	Brazil: RJ, Valenca [IBGE7 3306107]
ncbi-curated	ON022279	-	9763	SouthAmerica1	Brazil: RJ, Valenca [IBGE7 3306107]
ncbi-curated	ON022280	-	10169	SouthAmerica1	Brazil: RJ, Sumidouro [IBGE7 3305703]
ncbi-curated	ON022281	-	10169	SouthAmerica1	Brazil: RJ, Sumidouro [IBGE7 3305703]
ncbi-curated	ON022282	-	10172	SouthAmerica1	Brazil: RJ, Rio De Janeiro [IBGE7 3304557]
ncbi-curated	ON022283	-	10172	SouthAmerica1	Brazil: SP, Aguas De Lindoia [IBGE7 3500501]
ncbi-curated	ON022284	-	10172	SouthAmerica1	Brazil: SP, Atibaia [IBGE7 3504107]
ncbi-curated	ON022285	-	10172	SouthAmerica1	Brazil: SP, Bananal [IBGE7 3504909]
ncbi-curated	ON022286	-	10172	SouthAmerica1	Brazil: SP, Cacapava [IBGE7 3508504]
ncbi-curated	ON022287	-	10172	SouthAmerica1	Brazil: SP, Caraguatatuba [IBGE7 3510500]
ncbi-curated	ON022288	-	10183	SouthAmerica1	Brazil: SP, Catanduva [IBGE7 3511102]
ncbi-curated	ON022289	-	10172	SouthAmerica1	Brazil: SP, Igarata [IBGE7 3520202]
ncbi-curated	ON022290	-	10172	SouthAmerica1	Brazil: SP, Igarata [IBGE7 3520202]
ncbi-curated	ON022291	-	10172	SouthAmerica1	Brazil: SP, Igarata [IBGE7 3520202]
ncbi-curated	ON022292	-	10172	SouthAmerica1	Brazil: SP, Itapetininga [IBGE7 3522307]
ncbi-curated	ON022293	-	10172	SouthAmerica1	Brazil: SP, Jacarei [IBGE7 3524402]
ncbi-curated	ON022294	-	10172	SouthAmerica1	Brazil: SP, Jacarei [IBGE7 3524402]
ncbi-curated	ON022295	-	10172	SouthAmerica1	Brazil: SP, Jarinu [IBGE7 3525201]
ncbi-curated	ON022296	-	10172	SouthAmerica1	Brazil: SP, Juquia [IBGE7 3526100]
ncbi-curated	ON022297	-	10172	SouthAmerica1	Brazil: SP, Nazare Paulista [IBGE7 3532405]
ncbi-curated	ON022298	-	10172	SouthAmerica1	Brazil: SP, Peruibe [IBGE7 3537602]
ncbi-curated	ON022299	-	10172	SouthAmerica1	Brazil: SP, Pinhalzinho [IBGE7 3538204]
ncbi-curated	ON022300	-	10122	SouthAmerica1	Brazil: SP, Ribeirao Preto [IBGE7 3543402]
ncbi-curated	ON022301	-	10130	SouthAmerica1	Brazil: SP, Ribeirao Preto [IBGE7 3543402]
ncbi-curated	ON022302	-	10233	SouthAmerica1	Brazil: SP, Ribeirao Preto [IBGE7 3543402]
ncbi-curated	ON022303	-	10096	SouthAmerica1	Brazil: SP, Ribeirao Preto [IBGE7 3543402]
ncbi-curated	ON022304	-	10172	SouthAmerica1	Brazil: SP, Sao Jose Dos Campos [IBGE7 3549904]
ncbi-curated	ON022305	-	10172	SouthAmerica1	Brazil: SP, Sao Jose Dos Campos [IBGE7 3549904]
ncbi-curated	ON022306	-	10172	SouthAmerica1	Brazil: SP, Sao Miguel Arcanjo [IBGE7 3550209]
ncbi-curated	ON022307	-	10172	SouthAmerica1	Brazil: SP, Sao Sebastiao [IBGE7 3550704]
ncbi-curated	ON022308	-	10172	SouthAmerica1	Brazil: SP, Sao Sebastiao [IBGE7 3550704]
ncbi-curated	ON022309	-	10172	SouthAmerica1	Brazil: SP, Sao Sebastiao [IBGE7 3550704]
ncbi-curated	ON022310	-	10172	SouthAmerica1	Brazil: SP, Sorocaba [IBGE7 3552205]
ncbi-curated	ON022311	-	10228	SouthAmerica1	Brazil: SP, Tabapua [IBGE7 3552601]
ncbi-curated	ON022312	-	10172	SouthAmerica1	Brazil: SP, Taubate [IBGE7 3554102]
ncbi-curated	ON022313	-	10172	SouthAmerica1	Brazil: SP, Ubatuba [IBGE7 3555406]
ncbi-curated	ON022314	-	10172	SouthAmerica1	Brazil: SP, Valinhos [IBGE7 3556206]
ncbi-curated	ON022315	-	10172	SouthAmerica1	Brazil: SP, Vinhedo [IBGE7 3556701]
ncbi-curated	ON022316	-	10172	SouthAmerica1	Brazil: SP, Guarulhos [IBGE7 3518800]
ncbi-curated	ON022317	-	10172	SouthAmerica1	Brazil: SP, Carapicuiba [IBGE7 3510609]
ncbi-curated	ON022318	-	10172	SouthAmerica1	Brazil: SP, Ibiuna [IBGE7 3519709]
ncbi-curated	ON022319	-	10172	SouthAmerica1	Brazil: SP, Iguape [IBGE7 3520301]
ncbi-curated	ON022320	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022321	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022322	-	10172	SouthAmerica1	Brazil: SP, Itapecerica Da Serra [IBGE7 3522208]
ncbi-curated	ON022323	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022324	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022325	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022326	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022327	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022328	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022329	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022330	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022331	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022332	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022333	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022334	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022335	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022336	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022337	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022338	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022339	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022340	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022341	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022342	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022343	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022344	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022345	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022346	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022347	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022348	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022349	-	10172	SouthAmerica1	Brazil: SP, Guarulhos [IBGE7 3518800]
ncbi-curated	ON022350	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022351	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022352	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022353	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022354	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022355	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022356	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022357	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022358	-	10172	SouthAmerica1	Brazil: SP, Sao Lourenco Da Serra [IBGE7 3549953]
ncbi-curated	ON022359	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022360	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022361	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022362	-	9478	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022363	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022364	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022365	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022366	-	10172	SouthAmerica1	Brazil: SP, Sao Paulo [IBGE7 3550308]
ncbi-curated	ON022367	-	10172	SouthAmerica1	Brazil: SP, Iporanga [IBGE7 3521200]
ncbi-curated	ON022368	-	10172	SouthAmerica1	Brazil: SP, Itapeva [IBGE7 3522406]
ncbi-curated	ON022369	-	10172	SouthAmerica1	Brazil: SP, Barra Do Chapeu [IBGE7 3505351]
ncbi-curated	ON022370	-	10172	SouthAmerica1	Brazil
ncbi-curated	ON022371	-	10172	SouthAmerica1	Brazil: MG, Sao Joao Del Rei [IBGE7 3162500]
ncbi-curated	ON022372	-	10172	SouthAmerica1	Brazil: MG, Entre Rios De Minas [IBGE7 3123908]
ncbi-curated	ON022373	-	10172	SouthAmerica1	Brazil: MG, Esmeraldas [IBGE7 3124104]
ncbi-curated	ON022374	-	10172	SouthAmerica1	Brazil: MG, Senador Jose Bento [IBGE7 3165800]
ncbi-curated	ON022375	-	10172	SouthAmerica1	Brazil: MG, Alvorada De Minas [IBGE7 3102407]
ncbi-curated	ON022376	-	10172	SouthAmerica1	Brazil: MG, Conceicao Do Rio Verde [IBGE7 3117702]
ncbi-curated	ON022377	-	10172	SouthAmerica1	Brazil: MG, Bras Pires [IBGE7 3108701]
ncbi-curated	ON022378	-	10172	SouthAmerica1	Brazil: MG, Extrema [IBGE7 3125101]
ncbi-curated	ON022379	-	10172	SouthAmerica1	Brazil: MG, Ferros [IBGE7 3125903]
ncbi-curated	ON022380	-	10172	SouthAmerica1	Brazil: MG, Alvinopolis [IBGE7 3102308]
ncbi-curated	ON022381	-	10172	SouthAmerica1	Brazil: MG, Congonhal [IBGE7 3117900]
ncbi-curated	ON022382	-	10172	SouthAmerica1	Brazil: MG, Alem Paraiba [IBGE7 3101508]
ncbi-curated	ON022383	-	10172	SouthAmerica1	Brazil: MG, Santo Antonio Do Grama [IBGE7 3160108]
ncbi-curated	ON022384	-	10172	SouthAmerica1	Brazil: MG, Santa Maria De Itabira [IBGE7 3158003]
ncbi-curated	ON022385	-	10172	SouthAmerica1	Brazil: MG, Nova Lima [IBGE7 3144805]
ncbi-curated	ON022386	-	10172	SouthAmerica1	Brazil: MG, Congonhal [IBGE7 3117900]
ncbi-curated	ON022387	-	10172	SouthAmerica1	Brazil: MG, Matias Barbosa [IBGE7 3140803]
ncbi-curated	ON022388	-	10172	SouthAmerica1	Brazil: MG, Braunas [IBGE7 3108800]
ncbi-curated	ON022389	-	10172	SouthAmerica1	Brazil: MG, Igaratinga [IBGE7 3130200]
ncbi-curated	ON022390	-	10172	SouthAmerica1	Brazil: MG, Congonhal [IBGE7 3117900]
